-1.096878528594970703e+01 -1.089824390411376953e+01 -4.375034332275390625e+00 3.749313592910766602e+00 -2.047415924072265625e+01 9.105465888977050781e+00 -1.448719120025634766e+01 -6.258971214294433594e+00 -4.256350040435791016e+00 -6.081633567810058594e+00
1.121174621582031250e+01 -1.040126323699951172e+01 -5.945625901222229004e-01 -9.058757781982421875e+00 -1.393919372558593750e+01 -5.259437561035156250e+00 -2.269177913665771484e+00 -1.136407852172851562e+01 -4.259311199188232422e+00 -3.512339353561401367e+00
-1.304875469207763672e+01 -7.251866817474365234e+00 -5.171946048736572266e+00 -2.658366203308105469e+00 8.762065887451171875e+00 -7.943551540374755859e+00 -8.938994407653808594e+00 -3.609091758728027344e+00 -3.609919071197509766e+00 2.648813486099243164e+00
-5.881702423095703125e+00 7.153461456298828125e+00 -2.402712106704711914e+00 -4.895665168762207031e+00 -9.900446534156799316e-01 -9.531868934631347656e+00 -5.737725734710693359e+00 3.749041855335235596e-01 -1.012956023216247559e+00 -5.474731445312500000e+00
-9.814732551574707031e+00 -6.514114379882812500e+00 -5.057722568511962891e+00 -5.468648433685302734e+00 2.808198690414428711e+00 -8.113278388977050781e+00 -1.106402492523193359e+01 -2.261262416839599609e+00 9.900267124176025391e-01 7.693497657775878906e+00
-8.199472427368164062e+00 -9.802277565002441406e+00 9.687672615051269531e+00 1.977816522121429443e-01 -1.173661613464355469e+01 -6.615785598754882812e+00 -1.546304130554199219e+01 -4.522571086883544922e+00 -1.831550359725952148e+00 -9.281969070434570312e+00
-1.001202964782714844e+01 9.823485374450683594e+00 -1.274855017662048340e+00 -1.164568662643432617e+00 -8.424442410469055176e-01 -5.808872222900390625e+00 -5.288752079010009766e+00 -4.697319984436035156e+00 1.237653613090515137e+00 -5.410780429840087891e+00
-1.333459949493408203e+01 -1.382755851745605469e+01 -3.276935815811157227e+00 1.202742862701416016e+01 -2.057781219482421875e+01 -2.373897075653076172e+00 -2.798490715026855469e+01 -1.208507442474365234e+01 -1.161933302879333496e+00 1.906391263008117676e+00
-7.023210048675537109e+00 7.316874504089355469e+00 -3.254014492034912109e+00 -1.620615005493164062e+00 2.071719765663146973e-01 -4.198192119598388672e+00 -4.587216854095458984e+00 -6.445570588111877441e-01 1.483202427625656128e-01 -2.207814216613769531e+00
-8.432167053222656250e+00 -5.553370475769042969e+00 -2.620568037033081055e+00 -5.208291053771972656e+00 9.164741516113281250e+00 -7.675839900970458984e+00 -4.130417823791503906e+00 -3.820528507232666016e+00 -3.505094051361083984e+00 -6.628609657287597656e+00
-1.082940483093261719e+01 -3.828680276870727539e+00 -3.413700103759765625e+00 8.607098579406738281e+00 -9.386486053466796875e+00 1.433372218161821365e-02 -2.070626258850097656e+01 -1.128000736236572266e+01 -3.846591472625732422e+00 1.785554289817810059e+00
-4.476605415344238281e+00 -6.594756603240966797e+00 -6.773366928100585938e+00 -1.440827488899230957e+00 -7.267389774322509766e+00 9.424841880798339844e+00 1.379662156105041504e+00 -7.037405490875244141e+00 9.722682237625122070e-01 -7.496849060058593750e+00
-1.748311805725097656e+01 -1.168004512786865234e+01 -3.667375326156616211e+00 1.462045097351074219e+01 -2.129938507080078125e+01 -2.991126298904418945e+00 -2.189364051818847656e+01 -6.570223808288574219e+00 -6.083063125610351562e+00 -1.120257377624511719e+01
-1.278879165649414062e+00 -9.742901802062988281e+00 -6.703041553497314453e+00 -8.071717262268066406e+00 -5.106465816497802734e+00 -6.200917959213256836e-01 1.286142063140869141e+01 -1.303596496582031250e+01 -3.148826837539672852e+00 -1.001731967926025391e+01
-6.061988353729248047e+00 6.319758415222167969e+00 -1.843403816223144531e+00 -2.878347635269165039e+00 -2.130246162414550781e+00 -4.231752395629882812e+00 -4.865728378295898438e+00 -1.327478766441345215e+00 7.572913169860839844e-01 -3.202040910720825195e+00
-5.042707443237304688e+00 -8.077491760253906250e+00 -2.440853595733642578e+00 -4.981653690338134766e+00 -5.401660442352294922e+00 -8.847855567932128906e+00 -1.717049598693847656e+01 9.751420974731445312e+00 -4.799855709075927734e+00 1.999176621437072754e+00
-3.170639276504516602e+00 -1.158923053741455078e+01 7.844744682312011719e+00 -2.015448570251464844e+00 -1.069942092895507812e+01 -8.176012039184570312e+00 -1.260599231719970703e+01 7.519520819187164307e-02 -2.879134416580200195e+00 -6.278189659118652344e+00
-4.092636108398437500e+00 -2.589596986770629883e+00 -2.167549848556518555e+00 5.076321959495544434e-02 -4.767279624938964844e+00 -4.791539669036865234e+00 -9.185064315795898438e+00 -6.527754783630371094e+00 6.636723995208740234e+00 -2.683357000350952148e+00
-2.136761188507080078e+00 -5.590924739837646484e+00 -4.209875583648681641e+00 -4.278133392333984375e+00 -5.642357826232910156e+00 2.044336318969726562e+00 6.047941207885742188e+00 -9.278552055358886719e+00 -1.884263902902603149e-01 -6.030352115631103516e+00
-8.256052970886230469e+00 -5.113380432128906250e+00 -6.752126693725585938e+00 6.769749522209167480e-02 -1.954095363616943359e+00 -2.139784812927246094e+00 -1.158865451812744141e+01 -1.734921813011169434e+00 -1.692453145980834961e+00 7.377627849578857422e+00
-1.735485458374023438e+01 -5.376918315887451172e+00 -5.179534912109375000e+00 -5.841859817504882812e+00 7.815043926239013672e+00 -1.085961627960205078e+01 -1.035299205780029297e+01 -6.588193893432617188e+00 -2.692636966705322266e+00 -3.802487134933471680e+00
9.137830734252929688e+00 -8.884516716003417969e+00 -3.103452682495117188e+00 -6.033736228942871094e+00 -1.136078453063964844e+01 -2.277968406677246094e+00 -5.212966442108154297e+00 -1.424834442138671875e+01 -6.243729114532470703e+00 -4.130841255187988281e+00
-5.776302814483642578e+00 -5.943590164184570312e+00 -3.722671031951904297e+00 -6.446073055267333984e-01 2.189801692962646484e+00 -5.661399841308593750e+00 -6.215792179107666016e+00 -2.984283447265625000e+00 -1.145765662193298340e+00 5.162081718444824219e+00
-6.066595077514648438e+00 7.448614597320556641e+00 -1.674296498298645020e+00 -4.679886341094970703e+00 -7.875228673219680786e-02 -9.885535240173339844e+00 -6.171120166778564453e+00 1.358760833740234375e+00 -9.946209192276000977e-01 -4.549196243286132812e+00
-9.556642532348632812e+00 5.521240234375000000e+00 1.452315568923950195e+00 2.831305980682373047e+00 -2.703960537910461426e-01 -1.420508623123168945e+00 -1.117193698883056641e+01 -7.804969787597656250e+00 -4.314983844757080078e+00 -8.313424110412597656e+00
-4.097549438476562500e+00 -7.736401557922363281e+00 1.060059738159179688e+01 5.254588127136230469e+00 -2.776533126831054688e+01 -1.048272991180419922e+01 -1.785050201416015625e+01 -1.558511352539062500e+01 3.028872489929199219e+00 -1.752197837829589844e+01
-1.137616539001464844e+01 -4.628262996673583984e+00 -7.748284816741943359e+00 -2.192835569381713867e+00 6.660113811492919922e+00 -3.003402948379516602e+00 -8.353304862976074219e+00 -2.060211658477783203e+00 -2.342578887939453125e+00 3.548004150390625000e+00
-1.345768070220947266e+01 -1.076451015472412109e+01 -6.900958061218261719e+00 1.576368522644042969e+01 -2.128097915649414062e+01 1.753490686416625977e+00 -3.020940208435058594e+01 -1.166410541534423828e+01 -2.101780652999877930e+00 1.243448704481124878e-01
-7.342446327209472656e+00 -1.182852172851562500e+01 1.610316276550292969e+01 -1.477332592010498047e+00 -2.642415618896484375e+01 -1.376410865783691406e+01 -2.299071693420410156e+01 1.522355198860168457e+00 -1.183582663536071777e+00 -1.032051181793212891e+01
-6.258825302124023438e+00 -2.783182382583618164e+00 1.104649186134338379e+00 -3.729837417602539062e+00 -3.558063745498657227e+00 -3.142341852188110352e+00 -9.331511497497558594e+00 3.266582489013671875e+00 -2.752515375614166260e-01 -3.399307131767272949e-01
-1.445919609069824219e+01 -3.745343685150146484e+00 1.468196988105773926e+00 6.442994594573974609e+00 -1.085728263854980469e+01 -9.009184837341308594e+00 -1.307394123077392578e+01 -4.230424404144287109e+00 -3.668737649917602539e+00 -8.458964347839355469e+00
-2.902528762817382812e+00 -3.832325696945190430e+00 -1.025789737701416016e+00 1.974277496337890625e+00 -1.163443279266357422e+01 -4.837960243225097656e+00 -1.099728202819824219e+01 -8.873189926147460938e+00 7.214034557342529297e+00 -5.229420661926269531e+00
